,X,Y
0,0.19086058509958093,0.6687917073021832
1,0.45914071036777215,0.5987861200298903
2,0.9479289508461248,0.5173561546098173
3,0.6827244643510091,0.5538634134829064
4,0.5389318535699883,0.5887152014908797
5,0.4566555841951504,0.6095428224038599
6,0.3731486776862605,0.6250315428698129
7,0.17244472723578141,0.6668715205443586
8,0.11097076069963285,0.6826437615580145
9,0.4429546766361395,0.6195600848867286
10,0.6572295151776961,0.5757448396733539
11,0.035094157010071125,0.6859559973333378
12,0.7895835879480595,0.5422700089086087
13,0.7055033649716802,0.5642178004305404
14,0.2293684706850635,0.6592964915877181
15,0.42385099407544724,0.6245503923683977
16,0.6618098240127459,0.5611901358571547
17,0.907406304337859,0.5243412076811538
18,0.3669561231536861,0.6213586500621475
19,0.741988548216473,0.5482843936996339
20,0.5827321440712708,0.5765381940790251
21,0.5189841103019359,0.5963253885567555
22,0.036620329391378714,0.6927627683981068
23,0.6904135563299157,0.5599959969960462
24,0.09050578020583888,0.6737816399201738
25,0.1020101451027543,0.6749861305834853
26,0.13762478734205508,0.6742604277043338
27,0.3010588184251187,0.6379748913004119
28,0.30908204663199246,0.639129985170424
29,0.6954242765764289,0.5580221779094128
30,0.7235905931857111,0.5514749545580778
31,0.5215054354927318,0.6035816781230112
32,0.27996218927562233,0.6357363393246032
33,0.9344941344901357,0.5170927509721724
34,0.40650751198125856,0.624593368465562
35,0.8930244319849724,0.5290209437989501
36,0.6204197946239917,0.5744102857573374
37,0.9004351755260137,0.5110935145034948
38,0.07640614142956548,0.6942212064153112
39,0.896053362937331,0.525835765034147
40,0.13659806129253715,0.6692117584388123
41,0.06396290974460761,0.6874942257979275
42,0.5084991062904551,0.6002615232878141
43,0.4089323502319323,0.6258233358648035
44,0.45294142467940224,0.6110928329466117
45,0.24370448054548555,0.6434964957039233
46,0.1677494368475454,0.6721309659616265
47,0.09094960718057232,0.6737275701009823
48,0.5051916584235026,0.5931704186611224
49,0.3569153204288339,0.6261162278269373
