,X1,X2,X3,Y
0,0.7502903705306027,0.1861711651791217,0.3578084817289403,3.457087735106893
1,0.381523217619805,0.12173679668269177,0.8058009211141419,1.5238433602185188
2,0.5896597519831787,0.02842841941667207,0.3992305955594151,2.348666498627904
3,0.5624044398186329,0.6886749924117658,0.9140678190890786,3.585159769857371
4,0.8321324462746819,0.5246199601946896,0.7418535032797329,4.589765888627465
5,0.3680330390450849,0.06627148653245574,0.49595127713000653,1.3218288474372524
6,0.634114384182647,0.8334390176067495,0.9433567322751654,4.229996181788537
7,0.34596928509559866,0.453525207267353,0.3941182447264624,1.9664418525164067
8,0.20322657513575593,0.41778514242412357,0.04907591530731281,1.1529438879069498
9,0.7514413733336177,0.1562842076671056,0.05682306831394801,3.3826813992420424
10,0.24642157809965148,0.04773399003052181,0.5571446527212751,0.6899376178712675
11,0.7207529828305071,0.5455638851450316,0.6793991192631014,4.070542841516124
12,0.4579224933608397,0.49400805942071646,0.2552294901248784,2.5988936824537934
13,0.7197464457976017,0.20904847144963312,0.6605349229831179,3.3748408811006008
14,0.8239241979105869,0.9289608316586009,0.9219361250067857,5.373442672060512
15,0.36201706568785164,0.8373524604456308,0.5517629996590487,2.8317402534454224
16,0.4910284046044642,0.023279046817574645,0.5433261568637064,1.8600785353715348
17,0.45233391501660136,0.9734817082438405,0.3500213626379217,3.552591667603617
18,0.057166612992524346,0.7291798212410578,0.7359236482087742,1.1135291534577243
19,0.10409551033116837,0.4264531471986095,0.3847175191805,0.7027865324890492
20,0.11721924756521052,0.6392345708534966,0.718614446332039,1.2314607249695864
21,0.9564387384071058,0.6201003971388107,0.3925443968324326,5.356216934574027
22,0.9387315368604021,0.2396436957452046,0.07060644316626663,4.472488528125891
23,0.8468942361201982,0.7272874578892499,0.12348539997548058,5.008185793391198
24,0.7516024091499959,0.22520861576195628,0.12208283025349187,3.516480166074386
25,0.06497409004987531,0.964585122984252,0.7714802199795467,1.6383361105705696
26,0.4138592295002119,0.7043858909641459,0.8355977375555922,2.8625414305630255
27,0.4884539821117101,0.5321391607858377,0.09693367681411935,2.8190356368499843
28,0.15715407342438048,0.4045108357570496,0.06753365780228571,0.9020635019185741
29,0.09877025261594319,0.17500334757704716,0.9511782331251073,0.2402733098892002
30,0.19437017507600018,0.26970787277177555,0.14253399843643,0.8296308143842803
31,0.1947824118955771,0.39866345737971143,0.6496003567545687,1.1346629244589934
32,0.12348468195658513,0.6932387757021561,0.49783640711187693,1.353664536359942
33,0.6510137104729598,0.41890626182371593,0.4122149491712517,3.4300429044142327
34,0.1050370953908023,0.05498414240359162,0.38029553858089193,-0.01776397213204499
35,0.1698943605890585,0.9383847303752667,0.2923877397050033,2.0558586245088786
36,0.8647708246052168,0.7760666549440314,0.4868591856326153,5.232778976834465
37,0.5846014277596715,0.0872743086279546,0.9219826008071226,2.4884661667545296
38,0.46019300081222414,0.8562939295828514,0.9971492483380741,3.4063745704302755
39,0.869719044615511,0.9735689806898321,0.18820340090566945,5.621753685977375
40,0.3221043476935207,0.8023846287397717,0.9643495368178545,2.602021639609664
41,0.6181766614673013,0.47899082270457305,0.3749585022059012,3.378462336511271
42,0.3667950229212541,0.8776879118457456,0.14127254444212034,2.9120316045376557
43,0.9504492967397657,0.3531882455319142,0.8852410944242807,4.856384446887699
44,0.7128446173938933,0.6329082639700256,0.42304107234884436,4.182254383840478
